,formula
75362,Fe4P7O24
75363,LiCoPO4
75364,TaBe2
75365,Sn(PO3)3
75366,LiV6P7O24
75367,V6P7O24
75368,LiNb(PO3)4
75369,ScPd3
75370,Li2CrP2O7
75371,Li3Fe(PO4)2
75372,LiCrP2O7
75373,CrP2O7
75374,VPt
75375,CoP2O7
75376,LiMn(PO3)4
75377,LiNiP2O7
75378,NiP2O7
75379,Li2FeP2O7
75380,LiFePO4
75381,FePO4
75382,Li3Cu(PO4)2
75383,LiCu5P3O13
75384,Cu5P3O13
75385,LaB6
75386,V(PO3)4
75387,Li3Fe(PO4)2
75388,Li3Fe3(PO4)4
75389,Ho5Sb3
75390,LiFe(PO3)4
75391,LiVP2O7
75392,VP2O7
75393,LiMnPO4
75394,Sb2Rh
75395,MnPO4
75396,Li2Cu3(P2O7)2
75397,Li3Fe2(PO4)3
75398,LiCr(PO3)4
75399,LiMo(PO4)2
75400,V(PO3)4
75401,Li3Bi5(PO4)6
75402,LiMoP2O7
75403,MoP2O7
75404,TbGa2
75405,Cr4(PO4)3
75406,LiNi(PO3)3
75407,Ni(PO3)3
75408,Li3Mn2(PO4)3
75409,LiMn2(PO4)3
75410,LiCoP2O7
75411,HgPd
75412,Li2CuPO4
75413,LiCrP2O7
75414,CrP2O7
75415,Li2Sn(PO3)4
75416,LiSn(PO3)4
75417,Fe5(PO4)4
75418,Ca2N
75419,Fe3(P2O7)2
75420,LiCo(PO3)4
75421,Li2Mo(PO4)2
75422,LiMo(PO4)2
75423,LiV(PO3)4
75424,Li3Cr2(PO4)3
75425,LiCr2(PO4)3
75426,Li2Sn3(P2O7)2
75427,Li2CuPO4
75428,HoGa3
75429,LiCrPO4
75430,Li3Ti2(PO4)3
75431,LiTi2(PO4)3
75432,LiVP2O7
75433,VP2O7
75434,ThFe5
75435,Ni2P3O11
75436,LiV(PO4)2
75437,LiSn(PO3)3
75438,TmC2
75439,Li4FeP2O9
75440,Li3FeP2O9
75441,Li3V2(PO4)3
75442,LiV2(PO4)3
75443,LiCr(PO3)4
75444,Cr(PO3)4
75445,CdSe
75446,Cr(PO3)3
75447,Li4CrP2O9
75448,LiCr4(PO4)3
75449,Cr4(PO4)3
75450,LiV(PO3)4
75451,V(PO3)4
75452,CrPO4
75453,LiCoPO4
75454,Li2Ni5(PO4)4
75455,Ni5(PO4)4
75456,LiCrPO5
75457,CrPO5
75458,LiCo(PO3)4
75459,LiMn2P3O10
75460,SnSe
75461,V2P3O11
75462,LiMn(PO3)3
75463,LaAl2
75464,MnPO4
75465,LiMnPO4
75466,Sn2P3O10
75467,Li2V(PO4)2
75468,LiV(PO4)2
75469,LiSn2(PO3)5
75470,Sb2Os
75471,Sn2(PO3)5
75472,Sb(PO3)4
75473,LiV(PO3)4
75474,V(PO3)4
75475,Li2V2(PO4)3
75476,MgAg
75477,V2(PO4)3
75478,LiVPO5
75479,Li2CrP2O7
75480,LiCr4(PO4)3
75481,SrO2
75482,Li3Cr2(PO4)3
75483,CrP2O7
75484,Li9Cr3P8O29
75485,Li6Cr3P8O29
75486,LiMn2P3O10
75487,Mn2P3O10
75488,YCu2
75489,MnPO4
75490,LiMnP2O7
75491,MnP2O7
75492,LiMn(PO3)4
75493,Mn(PO3)4
75494,Li2Fe3(P2O7)2
75495,Fe3(P2O7)2
75496,LiCoPO4
75497,CaSi2
75498,LiCo(PO3)3
75499,Co(PO3)3
75500,LiCoP2O7
75501,CoP2O7
75502,LiCo(PO3)4
75503,Co(PO3)4
75504,CaSi2
75505,Li3Mo2(PO4)3
75506,LiMo2(PO4)3
75507,Mo2(PO4)3
75508,LiFe2P3O10
75509,Fe2P3O10
75510,NbN
75511,Co3(P2O7)2
75512,Li9V3P8O29
75513,Fe2P5O16
75514,LiSnPO4
75515,SnPO4
75516,V2P5O16
75517,Co2P5O16
75518,Mn2P5O16
75519,Li3Fe3(PO4)4
75520,LiMnP2O7
75521,MnP2O7
75522,Li2SnP2O7
75523,LiCrP2O7
75524,CrP2O7
75525,LiCrPO4
75526,CrPO4
75527,LiCoP2O7
75528,CoP2O7
75529,LiCoPO4
75530,CoPO4
75531,Li2CuPO4
75532,LiCuPO4
75533,Li5Ni9(P2O7)8
75534,VPt3
75535,LiVPO5
75536,SnF4
75537,LiNi5(P2O7)4
75538,Li2CuPO4
75539,LiCuPO4
75540,MnPO4
75541,Li7Mo4P9O32
75542,Li3Bi2(PO4)3
75543,USb2
75544,Li7Cr4P9O32
75545,LaNi2
75546,LiNi3P4O15
75547,Li7Fe4P9O32
75548,LiMn4(PO4)3
75549,Li7V4P9O32
75550,Li3Sn2(PO4)3
75551,LiSn2(PO4)3
75552,Cr2P3O13
75553,Fe4P9O32
75554,Li3Sb3(PO4)4
75555,LiMoPO5
75556,LiSn2(PO4)3
75557,ErSeF
75558,Cu4(BiS2)5
75559,Na6MnCl8
75560,Na2Mn3Cl8
75561,Te4O9
75562,Y7(O2F3)3
75563,ErIr
75564,Li2W2O7
75565,Zr2P2O9
75566,BiPS4
75567,Bi(PO3)3
75568,K2PdBr4
75569,Pr2Au
75570,K2Sb4O11
75571,P2H8O9
75572,TlPO3
75573,Ca5Bi3
75574,Cs2Sb4S7
75575,Rb3BiBr6
75576,BeP2
75577,CoAs2
75578,Mg2V2O7
75579,V7O13
75580,UBr4
75581,Rb2CrF5
75582,V2Co2O7
75583,V2Ni2O7
75584,TiNi
75585,WCl5
75586,ZnI2
75587,Sc3Co
75588,Ga(Ag3Se2)3
75589,FeP4
75590,Hf8Ni21
75591,Hf3Ni7
75592,Sn2IF3
75593,Cr2Ag2O7
75594,KTa5O13
75595,Zr2Ni7
75596,Hg2P2S7
75597,Cs3In2Cl9
75598,P4Ru
75599,InOF
75600,NaMnCl3
75601,HgPS3
75602,CsCrBr3
75603,C2N
75604,NdSBr
75605,KAuCl4
75606,GdBr3
75607,B10(Pb2O7)3
75608,KTh6F25
75609,MgVO3
75610,Be2TlF5
75611,Ba2Cr7O14
75612,Si3Cl8
75613,DyB4
75614,Zr9S2
75615,CsBe2F5
75616,RbIO3
75617,SnI2
75618,In4Bi2S9
75619,Na4As2O7
75620,Cd(NO3)2
75621,AuSeBr
75622,NdPt2
75623,B13H19
75624,B9H8S
75625,TlCl2
75626,K2MgCl4
75627,RbMgCl3
75628,KTlF4
75629,Ce2O3
75630,RbTlF4
75631,KSb4F13
75632,Sb2IF15
75633,AuBr3
75634,CsSnBr3
75635,CrI2
75636,Ge(BrF5)2
75637,Mg(SbO2)2
75638,Tl5SbO5
75639,Ca2Hf7O16
75640,Li2Mo4O13
75641,Na4CoO4
75642,MgCu2O3
75643,LiAg3O2
75644,Tl6Si2O7
75645,Sb6S2O15
75646,IrO2
75647,As2SO6
75648,Li2TeO3
75649,SrAl
75650,Cu(IO3)2
75651,H5N2F
75652,Sb2I2F11
75653,SbXeF9
75654,Cs2VF6
75655,TbSb
75656,UCl5
75657,K2SbCl5
75658,K2PtBr4
75659,BSBr
75660,LuSBr
75661,Na3NbO4
75662,Na2W4O13
75663,CuCO3
75664,TbIr2
75665,CsTcO4
75666,Bi2TeO6
75667,TlCdI3
75668,Au2O3
75669,Ba(TeO3)2
75670,Ga2TeS2
75671,Sb2(S2O7)3
75672,PBr3
75673,P3Au2
75674,CsCrI3
75675,SrCu5
75676,CsAlCl4
75677,Ba7(BIr)12
75678,Ca9Zn4Bi9
75679,Rb2MnBr4
75680,NaTiF4
75681,AuClO
75682,ReP4
75683,Tl8Ge5O14
75684,Ca3PI3
75685,Ti9O17
75686,AsCF3
75687,Li3BO3
75688,Si12Ni31
75689,PCl3O
75690,P(HO)4
75691,MnIr
75692,Na2MnCl4
75693,LiH3O2
75694,TlPb2Cl5
75695,V3ZnO8
75696,Ba(Ag3O2)2
75697,RuXeF7
75698,Sn7Os3
75699,PaCl4
75700,Hg3As2F12
75701,Tl4HgBr6
75702,Ca3AsBr3
75703,Mg14Ge5O24
75704,ZrTi2O
75705,ReCl4O
75706,Ca11Bi10
75707,HgTe
75708,RbAuBr3
75709,Rb3Au3Cl8
75710,TmCl2
75711,NaAg3O2
75712,K2MnCl6
75713,Na2ZrF6
75714,SbBrF8
75715,VF5
75716,TiGa3
75717,Na4Sn3F10
75718,LaCO
75719,Nb2SeF14
75720,NbSeF9
75721,SbClF8
75722,CaTiF6
75723,Rb5Zr4F21
75724,SbAsF8
75725,Sb3(BrF8)2
75726,Sc2Co3Si
75727,PRh2
75728,Na3(CuS)4
75729,Nb2Te3O11
75730,BaMn2O3
75731,Al8Mo3
75732,La3(OsO5)2
75733,K3GeTe3
75734,Cs3MnBr5
75735,Tl3CoCl5
75736,Tl3FeCl5
75737,NaAlSi
75738,CsCuBr3
75739,SrFeF5
75740,Sb2(SO4)3
75741,ReCl4
75742,BH4N
75743,Ge5F12
75744,Re4Cl8O9
75745,Be(BH4)2
75746,Na3BiO4
75747,Al2Hg3Cl8
75748,BSF7
75749,PaO
75750,U(BH4)4
75751,SbN3Cl4
75752,Sr(Ag3O2)2
75753,SbCl2F3
75754,Cs3HgCl5
75755,Pb2OF2
75756,AsO2
75757,Sn5W8O23
75758,Se2O5
75759,CsScCl3
75760,ReBiO4
75761,Nb(SeCl)2
75762,Nb(SCl)2
75763,BaVSe3
75764,BaBiSe3
75765,KNiCl3
75766,SeOF2
75767,NaLi5Sn4
75768,RbGeCl3
75769,P10Au7I
75770,SnClF
75771,NaAsSe2
75772,Tl4HgI6
75773,Rb6Si10O23
75774,K4Zr5O12
75775,S4(BrN)3
75776,TeAsF5
75777,DyNi
75778,FeMo3S4
75779,CsSnI3
75780,UTlF5
75781,Nb3CuO8
75782,AgIO3
75783,KTlCl4
75784,TlHg5Cl11
75785,Ba(SiNi)2
75786,KSb2F7
75787,TeO2
75788,K5ThF9
75789,Na5Zr2F13
75790,AlPd5I2
75791,CsSnCl3
75792,NiCl2
75793,IrBr3
75794,TlBr2
75795,SbBr3
75796,Nb5Sb4
75797,ErCo5
75798,RbCdBr3
75799,NaIO4
75800,Na2CoCl4
75801,LiUF5
75802,As3(HO2)5
75803,SnAsF7
75804,Ca12Be17O29
75805,RbNiBr3
75806,CaF2
75807,Sn4P3
75808,TlP5
75809,V4O9
75810,Mo8P5
75811,Li3InO3
75812,KAuO2
75813,LiBiF6
75814,NaBiF6
75815,RbBiF6
75816,CsBiF6
75817,BaCu4S3
75818,Sr(HO)2
75819,B4PF9
75820,KBrO4
75821,LiPd
75822,Sn2BF7
75823,Sn3BF9
75824,PaCl5
75825,Zr(IO3)4
75826,TlBiTe2
75827,TmIO
75828,LiPd
75829,ZrCl
75830,Au2Se4O11
75831,RbCrI3
75832,Ba2MnO3
75833,As(IF2)3
75834,GaTeCl
75835,KCuCl3
75836,Tl3PbBr5
75837,Al2PdCl8
75838,Li7SbO6
75839,BaLi2Si
75840,YCl3
75841,BaBr2
75842,Ba(PO3)2
75843,MoC
75844,AlPS4
75845,Na5Fe3F14
75846,S8O
75847,LiTe3
75848,Ta6S
75849,U2BiN2
75850,Th2BiN2
75851,TbPd3
75852,NbPS
75853,NbSbF10
75854,Sb2TeF14
75855,PaBr4
75856,WSCl4
75857,TcOF4
75858,Na3PaF8
75859,Pr2W2O9
75860,CeAs
75861,Sn2OF2
75862,Ag4P2S7
75863,Li5TlO4
75864,Tl2O
75865,Tc2O7
75866,BN3Cl2
75867,Li2ThN2
75868,Ta3N5
75869,Ba6Fe8S15
75870,TiBe2
75871,Te2AuCl
75872,Ca(Fe2O3)2
75873,CaFe5O7
75874,Sn3(PO4)2
75875,La2CoO4
75876,YUO4
75877,BaTeS3
75878,Cr2Te3
75879,NaSO2
75880,Cs2ThCl6
75881,CNCl
75882,LiV3O8
75883,Fe3Sn2
75884,K3W2Cl9
75885,ScCl
75886,Li6Br3N
75887,YbSn3
75888,MgMn2O4
75889,MoOF4
75890,Cr2NiS4
75891,Sc7Cl10
75892,NaFeCl4
75893,TlSb3S5
75894,Rb2CoI4
75895,SeO3
75896,Nb3Au
75897,K2Zr2O5
75898,VPCl9
75899,K3TlF6
75900,K3InF6
75901,Te2AuI
75902,Cd4As2I3
75903,PI3
75904,Tl4S3
75905,TeMo5O16
75906,Si(PbSe2)2
75907,P2Pd15
75908,Ca(IO3)2
75909,UBrO2
75910,Na2TeO4
75911,La2ReO5
75912,Hf2Fe
75913,Al(HO)3
75914,As4S3
75915,Cs3Bi2Br9
75916,VH2O3
75917,CaClF
75918,CuTe2O5
75919,K2AgBi
75920,SiTe2
75921,V2(CuO2)5
75922,TlPbI3
75923,Ta2SnO7
75924,Ag3AuS2
75925,CsNbO3
75926,Na8Fe2O7
75927,Na14Cd2O9
75928,CeAg
75929,Rb9O2
75930,Na2Pd3O4
75931,Rb2In4O7
75932,Na4B2O5
75933,K3(NiO2)2
75934,K3(PtO2)2
75935,Ba10Al3Ge7
75936,Na14Mn2O9
75937,CdAu
75938,CsFeCl4
75939,NaSb3F10
75940,Te5(O2F11)2
75941,Sc2GeO5
75942,Cd2As3I
75943,As(S2F3)2
75944,Na4P2O7
75945,SrSe
75946,Zn3(AsO3)2
75947,Pb7(ClF6)2
75948,Sr2P6O17
75949,K2Zr7Cl18
75950,Li8Pb3
75951,Be(PO3)2
75952,Cu5(PO5)2
75953,Ho6Fe23
75954,CsB9H14
75955,As4(Pb3S5)3
75956,K2ReF8
75957,K2Mo2O7
75958,KIn2F7
75959,TbNi2
75960,Nb6C5
75961,Cd3(PO4)2
75962,K2Cr3O10
75963,Ho6(Ga3Co)7
75964,MgMo2O7
75965,ZrAs2
75966,Bi4Se3
75967,Be4TeO7
75968,U3Fe2Si7
75969,BH7N2
75970,Ca2V2O7
75971,U(PO3)4
75972,ErSCl
75973,Ce2SeF4
75974,Na8Ga2O7
75975,YIr2
75976,Na2PbO2
75977,Na6PbO4
75978,CaV2O6
75979,Ge19(PBr)4
75980,Ge19(AsI)4
75981,Te3Cl2
75982,Cs3Sb2Cl9
75983,Nd2O3
75984,CrCl3
75985,K2TcCl6
75986,TiBr4
75987,Rb2SnI6
75988,Cs2SnI6
75989,NiBr2
75990,NiI2
75991,IBr
75992,LaNi3
75993,Cd(IO3)2
75994,CsBr3
75995,PaBr5
75996,K3MoCl6
75997,AuCl3
75998,Te2Br
75999,BaU2O7
76000,RbB10H9
76001,ThI2
76002,LiAlH4
76003,Te2I
76004,Zn2(PS3)3
76005,Ca2B6O11
76006,PuPt4
76007,Ba(FeS2)2
76008,U2Cl5O2
76009,CsI2Br
76010,TiPCl9
76011,IrCl3
76012,Mg2Ga5
76013,HS3N
76014,TiGa
76015,Rb4In2S5
76016,Nb2P5
76017,TaPS6
76018,K5As3O10
76019,KCu4S3
76020,Y2Cl3
76021,LaBr
76022,Ba2As
76023,Ba2Ni3F10
76024,BaMn2O8
76025,NaSnS2
76026,LiSnS2
76027,Tl4O3
76028,Cd2P2O7
76029,LiP7
76030,K2TeI6
76031,PH4Br
76032,HoMn2
76033,Sr3Zr2O7
76034,K2PtBr6
76035,BaB4O7
76036,Sc(BC)2
76037,H3ClO5
76038,ThI4
76039,Y6UO12
76040,S3(NCl)2
76041,Zr3N4
76042,Sb4Br2O5
76043,Mo9O26
76044,InClO
76045,InBrO
76046,K3V5O14
76047,Li2Si
76048,RbCoCl3
76049,BiI
76050,Bi6Br7
76051,CrB4
76052,VCl2O
76053,VBr2O
76054,H3OF
76055,KTlO
76056,As2S2F3
76057,CsHgBr3
76058,Al2CuO4
76059,USeO5
76060,BPS4
76061,AuI
76062,SO2
76063,CCl2O
76064,ICl3
76065,BeCo
76066,HfH2
76067,W10O29
76068,CrBr3
76069,GaSbCl6
76070,Re2P5
76071,P2W3O13
76072,As2S2O9
76073,NaNp2F9
76074,TeAuI
76075,K2CdO2
76076,BiF5
76077,PdI2
76078,Be(B3H7)2
76079,K2Sb4S7
76080,SrAl4
76081,AsXeF7
76082,Li2V6O15
76083,Na6Ge2S7
76084,In2(PS3)3
76085,WCl4O
76086,KAlCl4
76087,Be4B
76088,AlTl2F5
76089,Ga2Au
76090,PrSi2
76091,Li3ThF7
76092,UBrN
76093,UIN
76094,K4I2O9
76095,W3Br8
76096,Li6Si2O7
76097,Co(BW)3
76098,V3AsC
76099,RhCl3
76100,Nb3Br8
76101,Nb3I8
76102,H5IO6
76103,NClO6
76104,U(BiO3)2
76105,Cd2AsCl2
76106,Hg(Mo3Cl7)2
76107,HoAg
76108,TcCl4
76109,XeIF7
76110,CsReBr4
76111,TiBr2
76112,SbAs2Cl13
76113,NbPCl10
76114,TaPCl10
76115,FeS
76116,BaTi5O11
76117,SrBe3O4
76118,K2S5O16
76119,Nb2Se
76120,BaB8O13
76121,Li4H5Rh
76122,Li4H4Rh
76123,B4H5
76124,Fe3Se4
76125,K4Ge23
76126,TlAgI2
76127,BaSn2S3
76128,Rb3Cu2Cl7
76129,Ba3SiS5
76130,Ni(NF7)2
76131,Mn2O2F9
76132,Te6Cl2O11
76133,Ba(GeP)2
76134,ScPd
76135,Ba(GeAs)2
76136,Li2Te2O5
76137,RbTiI3
76138,CS14
76139,NbCl3O
76140,Ag3BO3
76141,MnSO3
76142,Ag3O
76143,ZnP2
76144,B7H10
76145,Ag3P11
76146,SmClO
76147,PICl6
76148,K2MoCl6
76149,Rb2TiCl6
76150,Cs2TiCl6
76151,Rb2SeCl6
76152,Ta2Si
76153,Cs2SeCl6
76154,Rb2ZrCl6
76155,Tl2SnCl6
76156,Tl2TeCl6
76157,Tl2PtCl6
76158,K2OsBr6
76159,NaHF2
76160,Na3Bi
76161,K2TiCl6
76162,Na2Te
76163,Cr3Se4
76164,VBrO
76165,CrBrO
76166,Zn2Ge3O8
76167,NiP
76168,CaSe2O5
76169,TiIN
76170,TiBrN
76171,TiNCl
76172,Hg3(SeCl)2
76173,Hg3(TeCl)2
76174,Hg3(TeBr)2
76175,TaCl4F
76176,H3I3N2
76177,PdBr2
76178,SbI5F6
76179,Ca5Zn3
76180,Ce(Re2Si)2
76181,UTa2O8
76182,AlClO
76183,BF2
76184,KMgCl3
76185,MoS2Cl3
76186,VNCl4
76187,Ba2PCl
76188,RhBr3
76189,MgTi2O4
76190,B2H3
76191,V2MoO8
76192,NaSb5O8
76193,Nb3Cl7
76194,Cs2GeCl6
76195,Ba3(Si2P3)2
76196,Zr3GeO8
76197,K(V5S8)2
76198,NO2
76199,Bi2SO2
76200,B5H11N2
76201,B5H9N
76202,La2Re3B7
76203,ErNiB4
76204,BF3
76205,Ba(NO2)2
76206,Zr3AlN
76207,Cd3AsCl3
76208,LiIr
76209,Ni12P5
76210,K4MnCl6
76211,BiSe
76212,FeSbS
76213,Sb6Pb4S13
76214,Fe12N5
76215,Bi2Te2S
76216,BiAsO4
76217,Ni(HO)2
76218,CoHO2
76219,Na3BiO3
76220,K2BeO2
76221,AgBiSe2
76222,Ca3SiO5
76223,Sc3Si4Ni11
76224,Ti8C5
76225,Li8CoO6
76226,GeI2
76227,TbCl
76228,TbBr
76229,KEr2F7
76230,AsClF8
76231,NbAlO4
76232,Ge2S3I2
76233,LaCl
76234,AuSe
76235,Li7Si2
76236,Rb2SnO2
76237,Li9Ge4
76238,CdBr2
76239,AlICl6
76240,Na2SbF5
76241,W(ClO)2
76242,Tl6SI4
76243,Er(PO3)3
76244,Fe5C2
76245,AgClO3
76246,Pb2ClO2
76247,TlAgSe2
76248,BiO
76249,Sn(SbTe2)2
76250,Ge(BiTe2)2
76251,Si2H6O
76252,ZrC
76253,SNCl
76254,Mo2N
76255,CuN3
76256,Ba3NiO4
76257,TmAg
76258,Zr3(Cu2Si3)2
76259,CI4
76260,Ag2Mo2O7
76261,Li6Ge2O7
76262,YCu5
76263,K2CdN12
76264,AcCl3
76265,AcBr3
76266,PuBr3
76267,NdBr3
76268,SmBr3
76269,PuI3
76270,LaI3
76271,SiP
76272,U(OF)2
76273,PuClO
76274,PuBrO
76275,PrClO
76276,YClO
76277,Np(OF)2
76278,BrF5
76279,IF7
76280,CBrN
76281,B2H5
76282,HgBrO3
76283,H2SeO3
76284,Ca3Al2Ge3
76285,KNb3O8
76286,K5CuSb2
76287,Ce
76288,PuC
76289,USi3
76290,P(WO4)2
76291,Lu(BRh)4
76292,Rb3Mn2Br7
76293,H6OF4
76294,As2(SO4)3
76295,Ca(Cu2As)2
76296,BaHgS2
76297,Ca4Fe9O17
76298,CeCu2
76299,Tl2Sn2S3
76300,ReNF6
76301,MnI2
76302,H5BrO2
76303,H2O2
76304,Li4Ge9O20
76305,Na8Ti5O14
76306,Be(H2N)2
76307,NbCrSe5
76308,HfRu
76309,AlCuCl4
76310,Sr5(Br4Cl)2
76311,Na6CdCl8
76312,YSiPd2
76313,Sn2SO5
76314,TcP4
76315,AsF3
76316,TcP3
76317,Li8Nb2O9
76318,P2W5O19
76319,Cu2P7
76320,BaP10
76321,Mo2SBr2
76322,NbTeBr3
76323,LaP2
76324,Hf(BH4)4
76325,Pb9(Br5O2)2
76326,Tl3AgI5
76327,TmCl3
76328,KTlBr4
76329,BaBrCl
76330,LuAl3
76331,SbTeI
76332,B9H11C2
76333,P2Rh3
76334,Ba(BiS2)2
76335,YbSn
76336,LiGeTe2
76337,Sb2F7
76338,SbS8Cl3
76339,ThNCl
76340,ThBrN
76341,ThIN
76342,LiDy2Cl5
76343,Ca3AsCl3
76344,ScP
76345,Rb2TeI6
76346,La2Be2O5
76347,UCuO4
76348,RbPaF6
76349,K2Ti2O5
76350,K3Mn2Cl7
76351,PbBr2
76352,Na2Mn2S3
76353,ZrRh
76354,K2SnTe5
76355,Rb2PdBr6
76356,KAs2F7
76357,Pb4IF7
76358,Ca5(AlBi3)2
76359,Sb2S3
76360,Si2H2S3
76361,In2(TeO3)3
76362,B20H26O
76363,RbDy2Cl7
76364,Au2Se2O7
76365,SCl
76366,SBr
76367,YbCo2
76368,NaFeS2
76369,Ba3Te4O11
76370,USCl9
76371,Fe2MoP12
76372,Ni17S18
76373,Na4Ge2Te5
76374,Na4SnTe4
76375,SbAsO3
76376,MoN
76377,Rb2PtI6
76378,K3NO3
76379,In5Cl9
76380,WSF4
76381,TiCl2
76382,VCl3
76383,AlSbI6
76384,HoFe5
76385,La3ReO8
76386,LiGdCl4
76387,H7NF4
76388,H8NF5
76389,H11NF8
76390,K2GeTe4
76391,Na2S5
76392,SCl2
76393,Ba(SbS2)2
76394,Nb(PS4)2
76395,C(Se2Br)2
76396,Gd3CCl3
76397,Ba2As2S5
76398,NbXeF11
76399,Hg2IO
76400,Co(ClO4)2
76401,Ni(ClO4)2
76402,Yb2O3
76403,P2Pb3S8
76404,H8S5N2
76405,SiBi2O5
76406,Rb2PdCl6
76407,LiGa5O8
76408,Er4Ni13C4
76409,Bi9I2
76410,MoS2
76411,BaNb2O6
76412,Ho3Ni19B10
76413,Ca(AuF6)2
76414,LaNb5O14
76415,NaGdCl4
76416,P(HO)3
76417,K4Be3O5
76418,As(BrF2)3
76419,Nd2Tl
76420,Ca3C3Cl2
76421,Na3P6N11
76422,V2NiO6
76423,K2PdF4
76424,Ba4P2O
76425,K3BrO
76426,Th6CoBr15
76427,Th6CBr14
76428,Ca5Ni15B4
76429,K3IO
76430,Pd(SCl3)2
76431,Pd(SeCl3)2
76432,Te2PdCl10
76433,NaSbCl6
76434,NaNbCl6
76435,NaTaCl6
76436,YbAu
76437,Sb4F15
76438,TaClF8
76439,Na2MnO4
76440,FeSeCl7
76441,InTe
76442,AuSCl5
76443,BiClF8
76444,SiAg2O3
76445,KH9O5
76446,RbInI4
76447,TiF2
76448,LaNb7O19
76449,Sr4(PPd)5
76450,K3NO4
76451,CsH7O4
76452,Na3ReO5
76453,V2S2O11
76454,ZrFeCl6
76455,IrS3Cl11
76456,Nb4O5
76457,TiBr3
76458,Lu6Ge4O17
76459,Tl2PS3
76460,TlCdCl3
76461,TlCdBr3
76462,TmSe
76463,HfFeCl6
76464,Rb3Sb2Br9
76465,LaSe2
76466,Hg2AsCl2
76467,MnCr2O4
76468,Ni11As8
76469,Ag7Te4
76470,Bi4Te3
76471,NdP
76472,TlSbS2
76473,Ti2FeO5
76474,MgTi2O5
76475,MnCl2
76476,CaAl12O19
76477,Tl(CuO)2
76478,RbLiBr2
76479,Ba4Sb4Se11
76480,AlPd2
76481,CSO
76482,ZrI2
76483,Tl6SCl4
76484,RbLiCl2
76485,TlBO2
76486,AgTe3
76487,K2PtI6
76488,CdI2
76489,ErPd3
76490,Li2MnBr4
76491,Ta2Zn3O8
76492,Ba5(GaS4)2
76493,LiBiO2
76494,LiRuO2
76495,LaHO
76496,V2Se9
76497,SOF2
76498,Lu2S3
76499,WBr4O
76500,Na4SnO3
76501,Na5MnO4
76502,KH3O2
76503,RbH3O2
76504,P2Pd
76505,Na7Al2Sb5
76506,PtI3
76507,Cs2SbBr6
76508,YCo5
76509,KCuS
76510,Sn5BF13
76511,K3CuO2
76512,Ba3In2F12
76513,Rb2PrCl5
76514,K2PrBr5
76515,K2PrI5
76516,Na2GeSe3
76517,Gd2NCl3
76518,HfN
76519,K5V3O10
76520,H4I3N
76521,RbTiCl3
76522,CsTiCl3
76523,Na3Sb5F18
76524,ReBi3O8
76525,BaGe2O5
76526,SiH3F
76527,CdTeO3
76528,Ge(SF6)2
76529,Na4GeSe4
76530,SnPCl9
76531,Sb11F43
76532,CsIO3
76533,Ba3GaSb3
76534,Nd3S2Br5
76535,USe2O7
76536,OsBr4
76537,K4CdP2
76538,Na3SiSe4
76539,Ca3(AlAs2)2
76540,K(MoO2)4
76541,MnBr2
76542,Ta2NiS5
76543,FePd
76544,NdCl2
76545,Ba7Ga4Sb9
76546,Rb4CdBr6
76547,K3LiSi4
76548,NaCu5S3
76549,HgTeO3
76550,PtI2
76551,Cr2Se3
76552,Pt3I8
76553,Sc7CI12
76554,Pd2Cl2O
76555,Sr3(InP2)2
76556,LiGaBr4
76557,LiGaBr3
76558,RbI3
76559,TlI3
76560,IrS2
76561,TeAuCl7
76562,V2Zn4O9
76563,CsTlI4
76564,Tl4SiSe4
76565,Li3P7
76566,V4As2O13
76567,Mn2O7
76568,CaPPt
76569,CaAsPt
76570,LiGaCl4
76571,Zr6CI14
76572,Zr6CI12
76573,SrSe2O5
76574,K3Al2As3
76575,Ba2As2Se5
76576,H2NO2
76577,Dy2GeO5
76578,YSiRh2
76579,NaTe
76580,Na4Ge2Se5
76581,U6Cu2S13
76582,NbHg3F6
76583,Ba2Fe3F10
76584,Dy5Si3
76585,Na3CrCl6
76586,Al2CdCl8
76587,Rb2CdO2
76588,Na3AuO2
76589,Gd2B5
76590,TlAuCl4
76591,GeH3Cl
76592,PrCo5
76593,Ce15B8N25
76594,K2Zn3O4
76595,AuSeCl7
76596,BaP3Pt2
76597,S5N5Cl
76598,Ta2AgF12
76599,CuAuF5
76600,CsGeI3
76601,HfFeSi2
76602,UNi5
76603,Rb3TlO3
76604,Cs3InO3
76605,K4ZnO3
76606,KNaS
76607,GaBr2
76608,Sc5(Re2Si3)4
76609,PAuCl8
76610,CeC2
76611,CS3N4
76612,SiCl4
76613,Sr5(AlSb3)2
76614,P3Se4I
76615,Tl2PSe3
76616,B6P
76617,Sr4Bi6Se13
76618,Na5Mn3F14
76619,H2CS3
76620,AlCo
76621,PuIr2
76622,P3Ru
76623,Zn(Bi3O5)4
76624,Ba2WO5
76625,S(ClO)2
76626,SCl2O
76627,SBr2O
76628,KTcCl3
76629,ScSi2
76630,ThP7
76631,Ho2Ni12P7
76632,Na2(GaSb)3
76633,Ce3Sn7
76634,K2TeSe3
76635,SrH4O3
76636,Cs2HgI4
76637,Ga2TeSe2
76638,K4P3
76639,V3P4O15
76640,B2PCl2
76641,K3Nb2Se11
76642,Na2PrO3
76643,SnF2
76644,Na2TbO3
76645,Sb(IF3)2
76646,Tl3Cd2I7
76647,RbClO4
76648,KFeCl4
